1,5008
1,5087
1,5119
1,5241
1,5452
1,5495
1,5498
1,6294
1,6420
1,6604
1,7558
1,7599
1,7695
1,7846
1,7850
1,8125
1,8795
1,9047
1,9063
1,9082
1,9816
2,5350
2,5601
2,6052
2,6300
2,6605
2,6847
2,7364
2,7480
2,7576
2,7622
2,8907
2,8922
2,8963
2,8977
2,8993
2,9138
2,9190
2,9253
2,9312
2,9470
2,9615
2,9834
2,9994
3,5023
3,5076
3,5099
3,5114
3,5169
3,5174
3,5299
3,5338
3,5360
3,5373
3,5400
3,5585
3,5608
3,5651
3,5690
3,5693
3,5728
3,5730
3,5805
3,5902
3,5930
3,6008
3,6027
3,6029
3,6104
3,6125
3,6149
3,6154
3,6182
3,6209
3,6216
3,6297
3,6299
3,6380
3,6429
3,6468
3,6469
3,6475
3,6483
3,6522
3,6614
3,6672
3,6696
3,6761
3,6796
3,6821
3,6838
3,6850
3,6870
3,6902
3,6909
3,6910
3,6919
3,6927
3,6955
3,6973
3,7138
3,7155
3,7157
3,7160
3,7183
3,7198
3,7211
3,7230
3,7349
3,7369
3,7434
3,7500
3,7533
3,7542
3,7553
3,7580
3,7736
3,7744
3,7847
3,7853
3,7860
3,7873
3,7890
3,7907
3,8003
3,8230
3,8276
3,8297
3,8299
3,8320
3,8410
3,8419
3,8438
3,8564
3,8578
3,8604
3,8786
3,8791
3,8835
3,8856
3,8870
3,8911
3,8914
3,8957
3,9069
3,9188
3,9284
3,9322
3,9406
3,9422
3,9501
3,9531
3,9533
3,9545
3,9547
3,9574
3,9584
3,9595
3,9616
3,9684
3,9805
3,9881
3,9939
3,9945
3,10004
3,10021
3,10025
4,5360
4,5585
4,5608
4,5690
4,5693
4,5730
4,6008
4,6850
4,7183
4,7211
4,7542
4,7744
4,7890
4,8276
4,8410
4,8419
4,8564
4,9069
4,9422
4,9805
4,10021
5,5076
5,5114
5,5174
5,5360
5,5585
5,5608
5,5690
5,5693
5,5728
5,5730
5,6008
5,6125
5,6182
5,6299
5,6429
5,6614
5,6696
5,6821
5,6850
5,6870
5,6909
5,6919
5,6927
5,6955
5,7138
5,7155
5,7157
5,7160
5,7183
5,7211
5,7230
5,7369
5,7542
5,7744
5,7853
5,7890
5,8276
5,8297
5,8410
5,8419
5,8438
5,8564
5,8578
5,8604
5,8835
5,8856
5,8957
5,9069
5,9406
5,9422
5,9574
5,9584
5,9595
5,9616
5,9684
5,9805
5,9881
5,9945
5,10004
5,10021
6,5070
6,6078
6,6422
6,7207
6,8282
6,8411
6,8646
6,8778
6,8855
6,8939
7,5267
7,6207
8,5076
8,5125
8,5303
8,5324
8,5369
8,5381
8,5413
8,5486
8,5487
8,5488
8,5646
8,5649
8,5729
8,5755
8,5837
8,5855
8,5878
8,5950
8,5976
8,5988
8,6106
8,6193
8,6328
8,6386
8,6411
8,6462
8,6463
8,6464
8,6465
8,6472
8,6860
8,6865
8,6909
8,6959
8,6991
8,6998
8,7002
8,7006
8,7307
8,7350
8,7435
8,7461
8,7472
8,7596
8,7644
8,7721
8,7722
8,7723
8,7724
8,7753
8,7774
8,7808
8,7882
8,8057
8,8068
8,8137
8,8328
8,8470
8,8595
8,8611
8,8664
8,8766
8,8965
8,8976
8,8977
8,9068
8,9069
8,9070
8,9116
8,9120
8,9260
8,9405
8,9548
8,9681
8,9767
8,9790
8,9863
9,5000
9,5378
9,5505
9,5562
9,5793
9,5995
9,6378
9,6557
9,6780
9,7011
9,7033
9,7603
9,7610
9,7746
9,7748
9,7825
9,8082
9,8091
9,8340
9,8573
9,8971
9,9082
9,9150
9,9391
9,9662
9,9871
10,5000
10,5092
10,5378
10,5439
10,5505
10,5515
10,5562
10,5630
10,5793
10,5871
10,5995
10,6097
10,6106
10,6378
10,6417
10,6474
10,6557
10,6648
10,6778
10,6780
10,6895
10,7011
10,7111
10,7342
10,7603
10,7610
10,7661
10,7746
10,7748
10,7825
10,7930
10,8082
10,8164
10,8340
10,8426
10,8573
10,8659
10,8971
10,9024
10,9082
10,9099
10,9150
10,9250
10,9391
10,9516
10,9662
10,9864
10,9871
10,9937
